time;target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/15;204716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/15;205953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/15;256480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/15;219623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/15;213047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/15;187608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/15;223145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/15;216991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/15;176757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/15;208097;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/15;173874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/15;141798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/16;152778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/16;144333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/16;200352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/16;171298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/16;178895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/16;186250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/16;191779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/16;181197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/16;172105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/16;177570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/16;219084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/16;201143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/17;179376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/17;201763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/17;236568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/17;191554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/17;253398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/17;214838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/17;225831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/17;266489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/17;239763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/17;253906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/17;254073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/17;219697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/18;219217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/18;213498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/18;267539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/18;266549;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/18;212329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/18;256311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/18;245935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/18;291099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/18;223081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/18;263186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/18;244771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/18;177503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/19;199145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/19;257939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/19;240763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/19;267561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/19;275747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/19;233150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jul/19;266992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ago/19;269758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
set/19;247455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
out/19;288519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nov/19;227455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dez/19;170504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jan/20;191731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fev/20;204203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mar/20;189958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
abr/20;1847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai/20;43080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jun/20;98708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
